model,benchmark,category,template,count,denominator,percentage
Pythagoras-Prover-4B,FATE-M,Syntax error,expected checkColGt,1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN' or 'TOKEN'",1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Tactic failure,gcongr did not make progress,1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Tactic failure,"invalid 'ID' tactic, expected type has not been provided",1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Tactic failure,"tactic 'ID' failed, no applicable constructor found",1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Type mismatch,don't know how to synthesize placeholder for argument 'ID',1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Type mismatch,expected type must not contain free or meta variables,1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Type mismatch,"invalid field notation, identifier or numeral expected",1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Type mismatch,"invalid {...} notation, expected type is not of the form (C ...)",1,18138,0.005513
Pythagoras-Prover-4B,FATE-M,Unresolved name,"ambiguous term, use fully qualified name, possible interpretations ['ID']",1,18138,0.005513
Pythagoras-Prover-4B,ProofNet,Unsolved goals,unsolved goals,4582,23164,19.780694
Pythagoras-Prover-4B,ProofNet,Unresolved name,unknown identifier 'ID',2877,23164,12.420135
Pythagoras-Prover-4B,ProofNet,Missing instance,failed to synthesize,2710,23164,11.699188
Pythagoras-Prover-4B,ProofNet,Type mismatch,type mismatch,1924,23164,8.305992
Pythagoras-Prover-4B,ProofNet,Unresolved name,unknown constant 'ID',1904,23164,8.219651
Pythagoras-Prover-4B,ProofNet,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",1845,23164,7.964946
Pythagoras-Prover-4B,ProofNet,Type mismatch,application type mismatch,1394,23164,6.017959
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid field notation, type is not of the form (C ...) where C is a constant",792,23164,3.419099
Pythagoras-Prover-4B,ProofNet,Tactic failure,tactic 'ID' made no progress,587,23164,2.534105
Pythagoras-Prover-4B,ProofNet,Tactic failure,linarith failed to find a contradiction,489,23164,2.111034
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, equality or iff proof expected",376,23164,1.623208
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",364,23164,1.571404
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, failed to unify",304,23164,1.312381
Pythagoras-Prover-4B,ProofNet,Type mismatch,function expected at 'ID',286,23164,1.234674
Pythagoras-Prover-4B,ProofNet,Tactic failure,omega could not prove the goal:,245,23164,1.057676
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, insufficient number of binders",213,23164,0.919530
Pythagoras-Prover-4B,ProofNet,Tactic failure,rcases tactic failed: 'ID' is not an inductive datatype,161,23164,0.695044
Pythagoras-Prover-4B,ProofNet,Tactic failure,no goals to be solved,144,23164,0.621654
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',126,23164,0.543948
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, nested error",126,23164,0.543948
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected command,120,23164,0.518045
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected end of input; expected 'TOKEN',115,23164,0.496460
Pythagoras-Prover-4B,ProofNet,Unresolved name,"ambiguous, possible interpretations",91,23164,0.392851
Pythagoras-Prover-4B,ProofNet,Tactic failure,tactic 'ID' failed,86,23164,0.371266
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type",85,23164,0.366949
Pythagoras-Prover-4B,ProofNet,Type mismatch,"type expected, got",83,23164,0.358315
Pythagoras-Prover-4B,ProofNet,Missing instance,"typeclass instance problem is stuck, it is often due to metavariables",71,23164,0.306510
Pythagoras-Prover-4B,ProofNet,Tactic failure,expected 'ID' or indented tactic sequence,68,23164,0.293559
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected identifier; expected 'TOKEN',63,23164,0.271974
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid constructor ⟨...⟩, insufficient number of arguments for 'ID'",56,23164,0.241754
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, possible reasons",51,23164,0.220169
Pythagoras-Prover-4B,ProofNet,Type mismatch,"numerals are data in Lean, but the expected type is a proposition",51,23164,0.220169
Pythagoras-Prover-4B,ProofNet,Syntax error,expected token,49,23164,0.211535
Pythagoras-Prover-4B,ProofNet,Type mismatch,stuck at solving universe constraint,47,23164,0.202901
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",40,23164,0.172682
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid projection, structure expected",38,23164,0.164048
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, 'ID' is not an inductive datatype",37,23164,0.159731
Pythagoras-Prover-4B,ProofNet,Unresolved name,"overloaded, errors",36,23164,0.155414
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, motive is not type correct",28,23164,0.120877
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",28,23164,0.120877
Pythagoras-Prover-4B,ProofNet,Unresolved name,'ID' has already been declared,26,23164,0.112243
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected type ascription,24,23164,0.103609
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected term,23,23164,0.099292
Pythagoras-Prover-4B,ProofNet,Tactic failure,tauto failed to solve some goals.,23,23164,0.099292
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid projection, the expression",23,23164,0.099292
Pythagoras-Prover-4B,ProofNet,Resource exhaustion,maximum recursion depth has been reached,22,23164,0.094975
Pythagoras-Prover-4B,ProofNet,Tactic failure,rcases tactic failed: 'TERM',22,23164,0.094975
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected identifier; expected 'TOKEN', 'TOKEN' or 'TOKEN'",20,23164,0.086341
Pythagoras-Prover-4B,ProofNet,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",16,23164,0.069073
Pythagoras-Prover-4B,ProofNet,Tactic failure,tactic 'ID' proved that the proposition,14,23164,0.060439
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected end of input; expected 'TOKEN', 'TOKEN' or 'TOKEN'",12,23164,0.051805
Pythagoras-Prover-4B,ProofNet,Type mismatch,invalid argument: variable 'ID' is not a proposition or let-declaration,11,23164,0.047487
Pythagoras-Prover-4B,ProofNet,Type mismatch,mod_cast has type,11,23164,0.047487
Pythagoras-Prover-4B,ProofNet,Unresolved name,unknown tactic 'ID',11,23164,0.047487
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected end of input,10,23164,0.043170
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, pattern is a metavariable",9,23164,0.038853
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or identifier,8,23164,0.034536
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN'",8,23164,0.034536
Pythagoras-Prover-4B,ProofNet,Type mismatch,don't know how to synthesize placeholder for argument 'ID',8,23164,0.034536
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid 'ID' step, left-hand side is",8,23164,0.034536
Pythagoras-Prover-4B,ProofNet,Missing instance,"invalid 'TYPE' step, failed to synthesize 'TYPE' instance",7,23164,0.030219
Pythagoras-Prover-4B,ProofNet,Type mismatch,unexpected relation type,7,23164,0.030219
Pythagoras-Prover-4B,ProofNet,Tactic failure,"'ID' tactic failed, has type",6,23164,0.025902
Pythagoras-Prover-4B,ProofNet,Type mismatch,failed to solve universe constraint,6,23164,0.025902
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type with only one constructor",6,23164,0.025902
Pythagoras-Prover-4B,ProofNet,Syntax error,missing end of character literal,5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or 'TOKEN',5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or identifier",5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Tactic failure,"aesop: error in norm simp: tactic 'ID' failed, nested error",5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Tactic failure,case tag 'ID' not found,5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, invalid equality proof, it is not of the form (x = t) or (t = x)",5,23164,0.021585
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected identifier; expected command,4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN' or 'TOKEN'",4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Tactic failure,failed to prove positivity/nonnegativity/nonzeroness,4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Tactic failure,no applicable extensionality theorem found for 'TYPE',4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, failed to prove the goal",4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, major premise type is not an inductive type",4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Termination failure,fail to show termination for,4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Unresolved name,"ambiguous term, use fully qualified name, possible interpretations ['ID']",4,23164,0.017268
Pythagoras-Prover-4B,ProofNet,Missing instance,type class instance expected,3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or tactic,3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN' or term",3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Tactic failure,alternative 'ID' has not been provided,3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Type mismatch,expected type must not contain free or meta variables,3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Type mismatch,invalid argument name 'ID' for function 'ID',3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid field notation, identifier or numeral expected",3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Unresolved name,'ID' is not a field of structure 'ID',3,23164,0.012951
Pythagoras-Prover-4B,ProofNet,Syntax error,expected no space before,2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected syntax,2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN' or term",2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Tactic failure,'ID' requires a term of the form 'ID' where 'ID' appears in the local context,2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Tactic failure,failed to rewrite using equation theorems for 'ID',2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Tactic failure,interval_cases failed: unsupported type 'TYPE',2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Tactic failure,invalid alternative name 'ID',2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, did not find equation for eliminating 'ID'",2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Type mismatch,don't know how to synthesize implicit argument 'ID',2,23164,0.008634
Pythagoras-Prover-4B,ProofNet,Missing instance,"synthesized type class instance is not definitionally equal to expression inferred by typing rules, synthesized",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,expected 'TOKEN' or line break,1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,"invalid use of 'TOKEN', must be nested inside a 'TOKEN' expression",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected end of input; expected 'TOKEN' or 'TOKEN',1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected end of input; expected 'TOKEN', 'TOKEN', 'TOKEN' or 'TOKEN'",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected identifier; expected 'TOKEN' or 'TOKEN',1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected identifier; expected numeral,1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or term",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', identifier or term",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', identifier or term",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected rcasesPat,1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,"dependent elimination failed, failed to solve equation",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,"error in Linarith.normalizeDenominatorsLHS: tactic 'ID' failed, did not find instance of the pattern in the target expression",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,"extensionality tactic only applies to equalities, not 'TYPE'",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,"failed to prove nonzeroness, but it would be possible to prove nonnegativity if desired",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, no applicable constructor found",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,"tactic 'ID' failed, no if-then-else conditions to split",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Tactic failure,too many arguments supplied to 'ID',1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Type mismatch,failed to infer 'ID' declaration type,1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid pattern variable 'ID', must be atomic",1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Type mismatch,invalid pattern: constructor or constant marked with 'ID' expected,1,23164,0.004317
Pythagoras-Prover-4B,ProofNet,Type mismatch,"invalid projection, structure has only NUM field(s)",1,23164,0.004317
Pythagoras-Prover-4B,Putnam,Unsolved goals,unsolved goals,22676,64329,35.250043
Pythagoras-Prover-4B,Putnam,Unresolved name,unknown identifier 'ID',5400,64329,8.394348
Pythagoras-Prover-4B,Putnam,Type mismatch,type mismatch,4837,64329,7.519159
Pythagoras-Prover-4B,Putnam,Tactic failure,linarith failed to find a contradiction,4724,64329,7.343500
Pythagoras-Prover-4B,Putnam,Missing instance,failed to synthesize,3685,64329,5.728365
Pythagoras-Prover-4B,Putnam,Type mismatch,application type mismatch,3269,64329,5.081689
Pythagoras-Prover-4B,Putnam,Unresolved name,unknown constant 'ID',2122,64329,3.298668
Pythagoras-Prover-4B,Putnam,Tactic failure,tactic 'ID' made no progress,2105,64329,3.272241
Pythagoras-Prover-4B,Putnam,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",1450,64329,2.254038
Pythagoras-Prover-4B,Putnam,Tactic failure,omega could not prove the goal:,1365,64329,2.121905
Pythagoras-Prover-4B,Putnam,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",1235,64329,1.919818
Pythagoras-Prover-4B,Putnam,Type mismatch,"invalid field notation, type is not of the form (C ...) where C is a constant",1164,64329,1.809448
Pythagoras-Prover-4B,Putnam,Type mismatch,function expected at 'ID',833,64329,1.294906
Pythagoras-Prover-4B,Putnam,Tactic failure,"tactic 'ID' failed, possible reasons",733,64329,1.139455
Pythagoras-Prover-4B,Putnam,Tactic failure,"tactic 'ID' failed, nested error",728,64329,1.131682
Pythagoras-Prover-4B,Putnam,Tactic failure,"tactic 'ID' failed, failed to unify",702,64329,1.091265
Pythagoras-Prover-4B,Putnam,Syntax error,unexpected end of input; expected 'TOKEN',541,64329,0.840989
Pythagoras-Prover-4B,Putnam,Tactic failure,"tactic 'ID' failed, equality or iff proof expected",419,64329,0.651339
Pythagoras-Prover-4B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',379,64329,0.589159
Pythagoras-Prover-4B,Putnam,Tactic failure,expected 'ID' or indented tactic sequence,360,64329,0.559623
Pythagoras-Prover-4B,Putnam,Tactic failure,no goals to be solved,347,64329,0.539415
Pythagoras-Prover-4B,Putnam,Tactic failure,"tactic 'ID' failed, insufficient number of binders",346,64329,0.537860
Pythagoras-Prover-4B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or tactic,335,64329,0.520760
Pythagoras-Prover-4B,Putnam,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type",281,64329,0.436817
Pythagoras-Prover-4B,Putnam,Type mismatch,"invalid projection, structure expected",247,64329,0.383964
Pythagoras-Prover-4B,Putnam,Tactic failure,tactic 'ID' failed,239,64329,0.371528
Pythagoras-Prover-4B,Putnam,Resource exhaustion,maximum recursion depth has been reached,202,64329,0.314011
Pythagoras-Prover-4B,Putnam,Unresolved name,unknown tactic 'ID',198,64329,0.307793
Pythagoras-Prover-4B,Putnam,Type mismatch,"numerals are data in Lean, but the expected type is a proposition",188,64329,0.292248
Pythagoras-Prover-4B,Putnam,Unresolved name,'ID' has already been declared,178,64329,0.276703
Pythagoras-Prover-4B,Putnam,Type mismatch,mod_cast has type,175,64329,0.272039
Pythagoras-Prover-4B,Putnam,Tactic failure,rcases tactic failed: 'ID' is not an inductive datatype,158,64329,0.245612
Pythagoras-Prover-4B,Putnam,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",116,64329,0.180323
Pythagoras-Prover-4B,Putnam,Syntax error,unexpected identifier; expected 'TOKEN',106,64329,0.164778
